pair_id,window_id,start_frame,end_frame,start_time,end_time,vehicle_count,avg_speed,stop_proxy,congestion_score,label,label_id
769,0,0,148,0.0,5.0,17,8.0319,0.5748,0.4891,medium,1
769,1,149,298,5.0,10.0,19,7.0897,0.596,0.5628,medium,1
769,2,299,448,10.0,15.0,23,9.6133,0.6114,0.6095,medium,1
769,3,449,598,15.0,20.0,22,8.0468,0.6979,0.6361,medium,1
769,4,599,748,20.0,25.0,21,2.5296,0.8504,0.7443,high,2
769,5,749,898,25.0,30.0,21,2.1347,0.9026,0.7548,high,2
769,6,899,1047,30.0,35.0,26,3.4023,0.6788,0.8308,high,2
769,7,1048,1197,35.0,40.0,27,5.9717,0.6579,0.7956,high,2
769,8,1198,1347,40.0,45.0,30,4.7962,0.5794,0.879,high,2
769,9,1348,1497,45.0,50.0,32,15.1837,0.205,0.5845,medium,1
769,10,1498,1647,50.0,55.0,36,21.5894,0.2267,0.4504,medium,1
769,11,1648,1797,55.0,60.0,32,17.5448,0.4236,0.5772,medium,1
769,12,1798,1947,60.0,65.0,26,15.6769,0.5368,0.5371,medium,1
769,13,1948,2096,65.0,70.0,25,17.1387,0.5627,0.4862,medium,1
769,14,2097,2246,70.0,75.0,23,15.4227,0.5197,0.4656,medium,1
769,15,2247,2396,75.0,80.0,20,9.9099,0.4231,0.4918,medium,1
769,16,2397,2546,80.0,85.0,21,13.9381,0.0766,0.36,medium,1
769,17,2547,2696,85.0,90.0,26,16.8282,0.075,0.4199,medium,1
769,18,2697,2846,90.0,95.0,24,11.491,0.2018,0.5115,medium,1
769,19,2847,2996,95.0,100.0,21,9.7638,0.3401,0.5029,medium,1
769,20,2997,3145,100.0,105.0,22,9.3532,0.2073,0.5097,medium,1
769,21,3146,3295,105.0,110.0,25,14.0018,0.1772,0.4769,medium,1
769,22,3296,3445,110.0,115.0,23,11.8392,0.3601,0.5111,medium,1
769,23,3446,3595,115.0,120.0,21,9.8619,0.4338,0.5195,medium,1
769,24,3596,3745,120.0,125.0,23,12.6495,0.3212,0.4858,medium,1
769,25,3746,3895,125.0,130.0,22,6.4806,0.6481,0.66,medium,1
769,26,3896,4044,130.0,135.0,18,2.2856,0.7718,0.655,medium,1
769,27,4045,4194,135.0,140.0,23,11.3545,0.6068,0.5709,medium,1
769,28,4195,4344,140.0,145.0,24,10.7386,0.5288,0.5932,medium,1
769,29,4345,4494,145.0,150.0,23,15.328,0.3356,0.4308,medium,1
769,30,4495,4644,150.0,155.0,24,22.4477,0.3137,0.3106,low,0
769,31,4645,4794,155.0,160.0,25,17.9193,0.3652,0.4298,medium,1
769,32,4795,4944,160.0,165.0,21,15.7756,0.4712,0.3992,medium,1
769,33,4945,5093,165.0,170.0,15,12.426,0.6305,0.3562,medium,1
769,34,5094,5243,170.0,175.0,14,8.1882,0.7794,0.453,medium,1
769,35,5244,5393,175.0,180.0,13,6.9379,0.6888,0.4595,medium,1
769,36,5394,5543,180.0,185.0,13,9.8536,0.5535,0.3694,medium,1
769,37,5544,5693,185.0,190.0,14,15.106,0.5706,0.2618,low,0
769,38,5694,5843,190.0,195.0,11,14.4037,0.4155,0.2435,low,0
769,39,5844,5993,195.0,200.0,14,21.7541,0.228,0.0496,low,0
769,40,5994,6142,200.0,205.0,15,20.0553,0.1093,0.0871,low,0
769,41,6143,6292,205.0,210.0,23,20.0166,0.2962,0.3216,low,0
769,42,6293,6442,210.0,215.0,21,10.7344,0.4705,0.508,medium,1
769,43,6443,6592,215.0,220.0,21,7.9312,0.5849,0.5914,medium,1
769,44,6593,6742,220.0,225.0,25,8.6276,0.5802,0.6736,high,2
769,45,6743,6892,225.0,230.0,26,8.56,0.6057,0.7047,high,2
769,46,6893,7041,230.0,235.0,24,5.4526,0.5321,0.7081,high,2
769,47,7042,7191,235.0,240.0,23,17.3304,0.0788,0.3362,medium,1
769,48,7192,7341,240.0,245.0,28,26.9563,0.0221,0.3504,medium,1
769,49,7342,7491,245.0,250.0,27,26.4565,0.2298,0.3674,medium,1
769,50,7492,7641,250.0,255.0,19,20.5365,0.4715,0.2473,low,0
769,51,7642,7791,255.0,260.0,16,10.7907,0.6143,0.4128,medium,1
769,52,7792,7941,260.0,265.0,16,16.0834,0.5363,0.2828,low,0
769,53,7942,8090,265.0,270.0,15,9.4076,0.5452,0.4044,medium,1
769,54,8091,8240,270.0,275.0,14,8.3617,0.4545,0.3843,medium,1
769,55,8241,8390,275.0,280.0,21,14.6512,0.1162,0.3525,medium,1
769,56,8391,8540,280.0,285.0,28,18.4385,0.2472,0.4686,medium,1
769,57,8541,8690,285.0,290.0,23,14.8544,0.3521,0.4443,medium,1
769,58,8691,8840,290.0,295.0,15,13.4272,0.4,0.2885,low,0
