pair_id,window_id,start_frame,end_frame,start_time,end_time,vehicle_count,avg_speed,stop_proxy,congestion_score,label,label_id
775,0,0,148,0.0,5.0,22,3.6968,0.6625,0.6452,medium,1
775,1,149,298,5.0,10.0,22,14.6761,0.2517,0.3203,low,0
775,2,299,448,10.0,15.0,24,21.4313,0.2408,0.2174,low,0
775,3,449,598,15.0,20.0,28,24.4945,0.2995,0.3416,medium,1
775,4,599,748,20.0,25.0,24,21.6247,0.38,0.245,low,0
775,5,749,898,25.0,30.0,18,15.0382,0.5263,0.2541,low,0
775,6,899,1047,30.0,35.0,14,9.1161,0.6091,0.4085,medium,1
775,7,1048,1197,35.0,40.0,15,6.4551,0.5855,0.4656,medium,1
775,8,1198,1347,40.0,45.0,20,7.3531,0.5637,0.4967,medium,1
775,9,1348,1497,45.0,50.0,21,10.1637,0.49,0.4448,medium,1
775,10,1498,1647,50.0,55.0,24,9.726,0.5681,0.5551,medium,1
775,11,1648,1797,55.0,60.0,28,13.6253,0.3577,0.535,medium,1
775,12,1798,1947,60.0,65.0,37,18.2671,0.3151,0.5368,medium,1
775,13,1948,2096,65.0,70.0,36,13.0919,0.4555,0.6853,high,2
775,14,2097,2246,70.0,75.0,32,10.7818,0.5334,0.7489,high,2
775,15,2247,2396,75.0,80.0,32,8.8123,0.576,0.8033,high,2
775,16,2397,2546,80.0,85.0,29,6.4279,0.6791,0.7948,high,2
775,17,2547,2696,85.0,90.0,30,6.7921,0.6676,0.8122,high,2
775,18,2697,2846,90.0,95.0,29,4.6804,0.6553,0.8307,high,2
775,19,2847,2996,95.0,100.0,29,5.808,0.5894,0.7913,high,2
775,20,2997,3145,100.0,105.0,30,5.8062,0.529,0.8075,high,2
775,21,3146,3295,105.0,110.0,30,14.6178,0.2063,0.538,medium,1
775,22,3296,3445,110.0,115.0,31,21.5085,0.2374,0.4137,medium,1
775,23,3446,3595,115.0,120.0,27,20.4301,0.3756,0.3521,medium,1
775,24,3596,3745,120.0,125.0,22,17.3603,0.4857,0.3047,low,0
775,25,3746,3895,125.0,130.0,19,11.5624,0.6273,0.3834,medium,1
775,26,3896,4044,130.0,135.0,22,14.7835,0.5542,0.3783,medium,1
775,27,4045,4194,135.0,140.0,21,9.5323,0.473,0.4561,medium,1
775,28,4195,4344,140.0,145.0,20,8.8195,0.4439,0.4387,medium,1
775,29,4345,4494,145.0,150.0,24,12.1182,0.4563,0.4771,medium,1
775,30,4495,4644,150.0,155.0,23,13.1295,0.5457,0.4433,medium,1
775,31,4645,4794,155.0,160.0,26,9.3707,0.4054,0.5871,medium,1
775,32,4795,4944,160.0,165.0,31,15.6775,0.3865,0.5775,medium,1
775,33,4945,5093,165.0,170.0,30,12.3388,0.5314,0.656,medium,1
775,34,5094,5243,170.0,175.0,24,6.3044,0.6554,0.6521,medium,1
775,35,5244,5393,175.0,180.0,25,8.2493,0.6025,0.6245,medium,1
775,36,5394,5543,180.0,185.0,23,7.087,0.7578,0.6262,medium,1
775,37,5544,5693,185.0,190.0,21,5.7553,0.82,0.6133,medium,1
775,38,5694,5843,190.0,195.0,21,4.2,0.673,0.6191,medium,1
775,39,5844,5993,195.0,200.0,23,11.5137,0.372,0.4461,medium,1
775,40,5994,6142,200.0,205.0,27,16.0868,0.3021,0.4384,medium,1
775,41,6143,6292,205.0,210.0,30,16.1967,0.2362,0.5072,medium,1
775,42,6293,6442,210.0,215.0,34,16.1892,0.2578,0.5737,medium,1
775,43,6443,6592,215.0,220.0,32,12.2576,0.2948,0.6669,medium,1
775,44,6593,6742,220.0,225.0,30,10.7586,0.4051,0.6675,medium,1
775,45,6743,6892,225.0,230.0,29,12.8887,0.4533,0.5994,medium,1
775,46,6893,7041,230.0,235.0,24,13.1937,0.3559,0.432,medium,1
775,47,7042,7191,235.0,240.0,23,11.4958,0.4047,0.4531,medium,1
775,48,7192,7341,240.0,245.0,23,14.211,0.2899,0.367,medium,1
775,49,7342,7491,245.0,250.0,25,13.8013,0.4178,0.4584,medium,1
775,50,7492,7641,250.0,255.0,23,12.3669,0.4964,0.4511,medium,1
775,51,7642,7791,255.0,260.0,22,14.3249,0.3691,0.352,medium,1
775,52,7792,7941,260.0,265.0,28,17.6354,0.3929,0.4487,medium,1
775,53,7942,8090,265.0,270.0,30,14.8759,0.3858,0.5678,medium,1
775,54,8091,8240,270.0,275.0,29,12.1051,0.4519,0.6173,medium,1
775,55,8241,8390,275.0,280.0,28,9.6079,0.6914,0.6952,high,2
775,56,8391,8540,280.0,285.0,25,8.6991,0.7647,0.6465,medium,1
775,57,8541,8690,285.0,290.0,21,4.2471,0.712,0.6268,medium,1
775,58,8691,8840,290.0,295.0,18,4.1281,0.6667,0.5333,medium,1
