pair_id,window_id,start_frame,end_frame,start_time,end_time,vehicle_count,avg_speed,stop_proxy,congestion_score,label,label_id
777,0,0,148,0.0,5.0,33,5.7306,0.5759,0.9029,high,2
777,1,149,298,5.0,10.0,36,6.299,0.6381,0.9002,high,2
777,2,299,448,10.0,15.0,31,5.333,0.6009,0.8653,high,2
777,3,449,598,15.0,20.0,31,5.2735,0.6667,0.88,high,2
777,4,599,748,20.0,25.0,28,10.0681,0.3607,0.6104,medium,1
777,5,749,898,25.0,30.0,33,20.4692,0.2319,0.4464,medium,1
777,6,899,1047,30.0,35.0,32,22.0942,0.3328,0.4399,medium,1
777,7,1048,1197,35.0,40.0,27,18.3666,0.4068,0.3708,medium,1
777,8,1198,1347,40.0,45.0,24,14.6949,0.4293,0.3936,medium,1
777,9,1348,1497,45.0,50.0,18,12.6388,0.4421,0.2912,low,0
777,10,1498,1647,50.0,55.0,16,6.9159,0.6735,0.4907,medium,1
777,11,1648,1797,55.0,60.0,18,8.7218,0.2929,0.3663,medium,1
777,12,1798,1947,60.0,65.0,21,17.7098,0.2899,0.205,low,0
777,13,1948,2096,65.0,70.0,19,16.926,0.2703,0.1687,low,0
777,14,2097,2246,70.0,75.0,19,19.5555,0.2558,0.0954,low,0
777,15,2247,2396,75.0,80.0,19,19.6471,0.2688,0.0956,low,0
777,16,2397,2546,80.0,85.0,24,16.8657,0.3978,0.3292,low,0
777,17,2547,2696,85.0,90.0,22,10.7304,0.4329,0.4471,medium,1
777,18,2697,2846,90.0,95.0,27,8.1707,0.4208,0.6466,medium,1
777,19,2847,2996,95.0,100.0,25,8.1974,0.5129,0.611,medium,1
777,20,2997,3145,100.0,105.0,27,6.879,0.6553,0.7281,high,2
777,21,3146,3295,105.0,110.0,25,5.1504,0.6809,0.7228,high,2
777,22,3296,3445,110.0,115.0,25,6.315,0.3885,0.6365,medium,1
777,23,3446,3595,115.0,120.0,25,13.4689,0.4233,0.4519,medium,1
777,24,3596,3745,120.0,125.0,22,15.9809,0.2463,0.2692,low,0
777,25,3746,3895,125.0,130.0,23,20.2131,0.2747,0.1883,low,0
777,26,3896,4044,130.0,135.0,23,19.8827,0.3273,0.2076,low,0
777,27,4045,4194,135.0,140.0,28,19.1977,0.403,0.3745,medium,1
777,28,4195,4344,140.0,145.0,31,18.5088,0.4008,0.4725,medium,1
777,29,4345,4494,145.0,150.0,30,18.6663,0.4524,0.4519,medium,1
777,30,4495,4644,150.0,155.0,26,11.076,0.5423,0.5664,medium,1
777,31,4645,4794,155.0,160.0,24,7.4058,0.5181,0.6065,medium,1
777,32,4795,4944,160.0,165.0,19,8.6043,0.5678,0.451,medium,1
777,33,4945,5093,165.0,170.0,19,7.2744,0.7193,0.517,medium,1
777,34,5094,5243,170.0,175.0,19,4.9679,0.5831,0.5433,medium,1
777,35,5244,5393,175.0,180.0,26,15.6632,0.4272,0.4206,medium,1
777,36,5394,5543,180.0,185.0,28,16.5058,0.3897,0.4439,medium,1
777,37,5544,5693,185.0,190.0,24,13.2056,0.5312,0.4539,medium,1
777,38,5694,5843,190.0,195.0,18,9.4622,0.8312,0.4541,medium,1
777,39,5844,5993,195.0,200.0,18,11.5335,0.7887,0.3901,medium,1
777,40,5994,6142,200.0,205.0,16,14.2834,0.7303,0.3048,low,0
