pair_id,sample_id,window_id,image_path,timestamp,label,label_id
785,0,0,data/processed/frames/785/w00000_f00.jpg,1.235,low,0
785,1,0,data/processed/frames/785/w00000_f01.jpg,2.469,low,0
785,2,0,data/processed/frames/785/w00000_f02.jpg,3.704,low,0
785,3,1,data/processed/frames/785/w00001_f00.jpg,6.206,low,0
785,4,1,data/processed/frames/785/w00001_f01.jpg,7.474,low,0
785,5,1,data/processed/frames/785/w00001_f02.jpg,8.709,low,0
785,6,2,data/processed/frames/785/w00002_f00.jpg,11.211,low,0
785,7,2,data/processed/frames/785/w00002_f01.jpg,12.479,low,0
785,8,2,data/processed/frames/785/w00002_f02.jpg,13.714,low,0
785,9,3,data/processed/frames/785/w00003_f00.jpg,16.216,low,0
785,10,3,data/processed/frames/785/w00003_f01.jpg,17.484,low,0
785,11,3,data/processed/frames/785/w00003_f02.jpg,18.719,low,0
785,12,4,data/processed/frames/785/w00004_f00.jpg,21.221,medium,1
785,13,4,data/processed/frames/785/w00004_f01.jpg,22.489,medium,1
785,14,4,data/processed/frames/785/w00004_f02.jpg,23.724,medium,1
785,15,5,data/processed/frames/785/w00005_f00.jpg,26.226,medium,1
785,16,5,data/processed/frames/785/w00005_f01.jpg,27.494,medium,1
785,17,5,data/processed/frames/785/w00005_f02.jpg,28.729,medium,1
785,18,6,data/processed/frames/785/w00006_f00.jpg,31.231,medium,1
785,19,6,data/processed/frames/785/w00006_f01.jpg,32.466,medium,1
785,20,6,data/processed/frames/785/w00006_f02.jpg,33.7,medium,1
785,21,7,data/processed/frames/785/w00007_f00.jpg,36.203,medium,1
785,22,7,data/processed/frames/785/w00007_f01.jpg,37.471,medium,1
785,23,7,data/processed/frames/785/w00007_f02.jpg,38.705,medium,1
785,24,8,data/processed/frames/785/w00008_f00.jpg,41.208,high,2
785,25,8,data/processed/frames/785/w00008_f01.jpg,42.476,high,2
785,26,8,data/processed/frames/785/w00008_f02.jpg,43.71,high,2
785,27,9,data/processed/frames/785/w00009_f00.jpg,46.213,high,2
785,28,9,data/processed/frames/785/w00009_f01.jpg,47.481,high,2
785,29,9,data/processed/frames/785/w00009_f02.jpg,48.715,high,2
785,30,10,data/processed/frames/785/w00010_f00.jpg,51.218,high,2
785,31,10,data/processed/frames/785/w00010_f01.jpg,52.486,high,2
785,32,10,data/processed/frames/785/w00010_f02.jpg,53.72,high,2
785,33,11,data/processed/frames/785/w00011_f00.jpg,56.223,high,2
785,34,11,data/processed/frames/785/w00011_f01.jpg,57.491,high,2
785,35,11,data/processed/frames/785/w00011_f02.jpg,58.725,high,2
785,36,12,data/processed/frames/785/w00012_f00.jpg,61.228,high,2
785,37,12,data/processed/frames/785/w00012_f01.jpg,62.496,high,2
785,38,12,data/processed/frames/785/w00012_f02.jpg,63.73,high,2
785,39,13,data/processed/frames/785/w00013_f00.jpg,66.233,high,2
785,40,13,data/processed/frames/785/w00013_f01.jpg,67.467,high,2
785,41,13,data/processed/frames/785/w00013_f02.jpg,68.702,high,2
785,42,14,data/processed/frames/785/w00014_f00.jpg,71.205,high,2
785,43,14,data/processed/frames/785/w00014_f01.jpg,72.472,high,2
785,44,14,data/processed/frames/785/w00014_f02.jpg,73.707,high,2
785,45,15,data/processed/frames/785/w00015_f00.jpg,76.21,high,2
785,46,15,data/processed/frames/785/w00015_f01.jpg,77.477,high,2
785,47,15,data/processed/frames/785/w00015_f02.jpg,78.712,high,2
785,48,16,data/processed/frames/785/w00016_f00.jpg,81.215,high,2
785,49,16,data/processed/frames/785/w00016_f01.jpg,82.482,high,2
785,50,16,data/processed/frames/785/w00016_f02.jpg,83.717,high,2
785,51,17,data/processed/frames/785/w00017_f00.jpg,86.22,high,2
785,52,17,data/processed/frames/785/w00017_f01.jpg,87.487,high,2
785,53,17,data/processed/frames/785/w00017_f02.jpg,88.722,high,2
785,54,18,data/processed/frames/785/w00018_f00.jpg,91.225,high,2
785,55,18,data/processed/frames/785/w00018_f01.jpg,92.492,high,2
785,56,18,data/processed/frames/785/w00018_f02.jpg,93.727,high,2
785,57,19,data/processed/frames/785/w00019_f00.jpg,96.23,medium,1
785,58,19,data/processed/frames/785/w00019_f01.jpg,97.497,medium,1
785,59,19,data/processed/frames/785/w00019_f02.jpg,98.732,medium,1
785,60,20,data/processed/frames/785/w00020_f00.jpg,101.235,medium,1
785,61,20,data/processed/frames/785/w00020_f01.jpg,102.469,medium,1
785,62,20,data/processed/frames/785/w00020_f02.jpg,103.704,medium,1
785,63,21,data/processed/frames/785/w00021_f00.jpg,106.206,medium,1
785,64,21,data/processed/frames/785/w00021_f01.jpg,107.474,medium,1
785,65,21,data/processed/frames/785/w00021_f02.jpg,108.709,medium,1
785,66,22,data/processed/frames/785/w00022_f00.jpg,111.211,medium,1
785,67,22,data/processed/frames/785/w00022_f01.jpg,112.479,medium,1
785,68,22,data/processed/frames/785/w00022_f02.jpg,113.714,medium,1
785,69,23,data/processed/frames/785/w00023_f00.jpg,116.216,low,0
785,70,23,data/processed/frames/785/w00023_f01.jpg,117.484,low,0
785,71,23,data/processed/frames/785/w00023_f02.jpg,118.719,low,0
785,72,24,data/processed/frames/785/w00024_f00.jpg,121.221,medium,1
785,73,24,data/processed/frames/785/w00024_f01.jpg,122.489,medium,1
785,74,24,data/processed/frames/785/w00024_f02.jpg,123.724,medium,1
785,75,25,data/processed/frames/785/w00025_f00.jpg,126.226,medium,1
785,76,25,data/processed/frames/785/w00025_f01.jpg,127.494,medium,1
785,77,25,data/processed/frames/785/w00025_f02.jpg,128.729,medium,1
785,78,26,data/processed/frames/785/w00026_f00.jpg,131.231,medium,1
785,79,26,data/processed/frames/785/w00026_f01.jpg,132.466,medium,1
785,80,26,data/processed/frames/785/w00026_f02.jpg,133.7,medium,1
785,81,27,data/processed/frames/785/w00027_f00.jpg,136.203,medium,1
785,82,27,data/processed/frames/785/w00027_f01.jpg,137.471,medium,1
785,83,27,data/processed/frames/785/w00027_f02.jpg,138.705,medium,1
785,84,28,data/processed/frames/785/w00028_f00.jpg,141.208,medium,1
785,85,28,data/processed/frames/785/w00028_f01.jpg,142.476,medium,1
785,86,28,data/processed/frames/785/w00028_f02.jpg,143.71,medium,1
785,87,29,data/processed/frames/785/w00029_f00.jpg,146.213,medium,1
785,88,29,data/processed/frames/785/w00029_f01.jpg,147.481,medium,1
785,89,29,data/processed/frames/785/w00029_f02.jpg,148.715,medium,1
785,90,30,data/processed/frames/785/w00030_f00.jpg,151.218,medium,1
