pair_id,window_id,start_frame,end_frame,start_time,end_time,vehicle_count,avg_speed,stop_proxy,congestion_score,label,label_id
781,0,0,148,0.0,5.0,30,5.4302,0.6115,0.7096,high,2
781,1,149,298,5.0,10.0,32,5.4916,0.4895,0.7302,high,2
781,2,299,448,10.0,15.0,34,13.8199,0.2517,0.5577,medium,1
781,3,449,598,15.0,20.0,38,19.314,0.2553,0.5379,medium,1
781,4,599,748,20.0,25.0,32,20.662,0.3317,0.3868,medium,1
781,5,749,898,25.0,30.0,30,17.9581,0.4533,0.4204,medium,1
781,6,899,1047,30.0,35.0,23,17.7907,0.4216,0.2557,low,0
781,7,1048,1197,35.0,40.0,23,17.6388,0.4227,0.259,low,0
781,8,1198,1347,40.0,45.0,24,8.4226,0.4838,0.4838,medium,1
781,9,1348,1497,45.0,50.0,28,8.9614,0.4799,0.5644,medium,1
781,10,1498,1647,50.0,55.0,31,9.803,0.4871,0.6179,medium,1
781,11,1648,1797,55.0,60.0,29,5.4301,0.6201,0.6882,high,2
781,12,1798,1947,60.0,65.0,34,6.1962,0.5379,0.7716,high,2
781,13,1948,2096,65.0,70.0,42,9.7168,0.5573,0.8002,high,2
781,14,2097,2246,70.0,75.0,41,8.961,0.6262,0.8296,high,2
781,15,2247,2396,75.0,80.0,37,6.7766,0.7704,0.8756,high,2
781,16,2397,2546,80.0,85.0,38,4.2747,0.7859,0.9526,high,2
781,17,2547,2696,85.0,90.0,40,5.6486,0.713,0.915,high,2
781,18,2697,2846,90.0,95.0,38,3.7283,0.7531,0.946,high,2
781,19,2847,2996,95.0,100.0,32,3.7472,0.7682,0.8103,high,2
781,20,2997,3145,100.0,105.0,33,4.3099,0.7163,0.823,high,2
781,21,3146,3295,105.0,110.0,31,5.3786,0.5051,0.7125,high,2
781,22,3296,3445,110.0,115.0,31,15.1549,0.1576,0.442,medium,1
781,23,3446,3595,115.0,120.0,37,23.731,0.1793,0.4088,medium,1
781,24,3596,3745,120.0,125.0,34,25.5007,0.2326,0.3494,medium,1
781,25,3746,3895,125.0,130.0,34,25.9277,0.2675,0.3564,medium,1
781,26,3896,4044,130.0,135.0,28,24.06,0.2305,0.2103,low,0
781,27,4045,4194,135.0,140.0,23,18.3533,0.2757,0.2149,low,0
781,28,4195,4344,140.0,145.0,19,11.1234,0.3092,0.3217,low,0
781,29,4345,4494,145.0,150.0,24,14.1951,0.1741,0.3032,low,0
781,30,4495,4644,150.0,155.0,25,16.7495,0.3498,0.309,low,0
781,31,4645,4794,155.0,160.0,23,14.4395,0.4732,0.3349,medium,1
781,32,4795,4944,160.0,165.0,25,13.502,0.521,0.41,medium,1
781,33,4945,5093,165.0,170.0,26,12.7844,0.5,0.4436,medium,1
781,34,5094,5243,170.0,175.0,26,9.9994,0.4318,0.4872,medium,1
781,35,5244,5393,175.0,180.0,30,9.5361,0.4465,0.5922,medium,1
781,36,5394,5543,180.0,185.0,33,7.9211,0.6348,0.7324,high,2
781,37,5544,5693,185.0,190.0,31,4.6662,0.6857,0.7633,high,2
781,38,5694,5843,190.0,195.0,30,5.5752,0.7079,0.7259,high,2
781,39,5844,5993,195.0,200.0,31,6.1039,0.5645,0.7095,high,2
781,40,5994,6142,200.0,205.0,29,10.9719,0.4381,0.5379,medium,1
781,41,6143,6292,205.0,210.0,31,14.0264,0.4097,0.5156,medium,1
781,42,6293,6442,210.0,215.0,30,17.9703,0.1806,0.3656,medium,1
781,43,6443,6592,215.0,220.0,28,23.161,0.2302,0.2226,low,0
781,44,6593,6742,220.0,225.0,25,22.7262,0.325,0.1811,low,0
781,45,6743,6892,225.0,230.0,27,22.3652,0.3302,0.2358,low,0
781,46,6893,7041,230.0,235.0,29,16.7319,0.3725,0.4063,medium,1
781,47,7042,7191,235.0,240.0,26,16.2795,0.4462,0.361,medium,1
781,48,7192,7341,240.0,245.0,22,8.4633,0.4998,0.4399,medium,1
781,49,7342,7491,245.0,250.0,21,11.9176,0.4029,0.3264,low,0
781,50,7492,7641,250.0,255.0,25,15.5775,0.436,0.3503,medium,1
781,51,7642,7791,255.0,260.0,20,11.4234,0.5939,0.3725,medium,1
781,52,7792,7941,260.0,265.0,19,11.1236,0.4849,0.3568,medium,1
781,53,7942,8090,265.0,270.0,27,16.0175,0.4014,0.3806,medium,1
781,54,8091,8240,270.0,275.0,29,13.8664,0.4567,0.4821,medium,1
781,55,8241,8390,275.0,280.0,28,12.7491,0.4876,0.4881,medium,1
781,56,8391,8540,280.0,285.0,27,10.8663,0.5359,0.5134,medium,1
781,57,8541,8690,285.0,290.0,28,11.5965,0.5875,0.5318,medium,1
781,58,8691,8840,290.0,295.0,21,9.7994,0.621,0.4136,medium,1
