pair_id,sample_id,window_id,image_path,timestamp,label,label_id
783,0,0,data/processed/frames/783/w00000_f00.jpg,1.235,medium,1
783,1,0,data/processed/frames/783/w00000_f01.jpg,2.469,medium,1
783,2,0,data/processed/frames/783/w00000_f02.jpg,3.704,medium,1
783,3,1,data/processed/frames/783/w00001_f00.jpg,6.206,medium,1
783,4,1,data/processed/frames/783/w00001_f01.jpg,7.474,medium,1
783,5,1,data/processed/frames/783/w00001_f02.jpg,8.709,medium,1
783,6,2,data/processed/frames/783/w00002_f00.jpg,11.211,high,2
783,7,2,data/processed/frames/783/w00002_f01.jpg,12.479,high,2
783,8,2,data/processed/frames/783/w00002_f02.jpg,13.714,high,2
783,9,3,data/processed/frames/783/w00003_f00.jpg,16.216,medium,1
783,10,3,data/processed/frames/783/w00003_f01.jpg,17.484,medium,1
783,11,3,data/processed/frames/783/w00003_f02.jpg,18.719,medium,1
783,12,4,data/processed/frames/783/w00004_f00.jpg,21.221,medium,1
783,13,4,data/processed/frames/783/w00004_f01.jpg,22.489,medium,1
783,14,4,data/processed/frames/783/w00004_f02.jpg,23.724,medium,1
783,15,5,data/processed/frames/783/w00005_f00.jpg,26.226,low,0
783,16,5,data/processed/frames/783/w00005_f01.jpg,27.494,low,0
783,17,5,data/processed/frames/783/w00005_f02.jpg,28.729,low,0
783,18,6,data/processed/frames/783/w00006_f00.jpg,31.231,low,0
783,19,6,data/processed/frames/783/w00006_f01.jpg,32.466,low,0
783,20,6,data/processed/frames/783/w00006_f02.jpg,33.7,low,0
783,21,7,data/processed/frames/783/w00007_f00.jpg,36.203,low,0
783,22,7,data/processed/frames/783/w00007_f01.jpg,37.471,low,0
783,23,7,data/processed/frames/783/w00007_f02.jpg,38.705,low,0
783,24,8,data/processed/frames/783/w00008_f00.jpg,41.208,low,0
783,25,8,data/processed/frames/783/w00008_f01.jpg,42.476,low,0
783,26,8,data/processed/frames/783/w00008_f02.jpg,43.71,low,0
783,27,9,data/processed/frames/783/w00009_f00.jpg,46.213,medium,1
783,28,9,data/processed/frames/783/w00009_f01.jpg,47.481,medium,1
783,29,9,data/processed/frames/783/w00009_f02.jpg,48.715,medium,1
783,30,10,data/processed/frames/783/w00010_f00.jpg,51.218,medium,1
783,31,10,data/processed/frames/783/w00010_f01.jpg,52.486,medium,1
783,32,10,data/processed/frames/783/w00010_f02.jpg,53.72,medium,1
783,33,11,data/processed/frames/783/w00011_f00.jpg,56.223,medium,1
783,34,11,data/processed/frames/783/w00011_f01.jpg,57.491,medium,1
783,35,11,data/processed/frames/783/w00011_f02.jpg,58.725,medium,1
783,36,12,data/processed/frames/783/w00012_f00.jpg,61.228,medium,1
783,37,12,data/processed/frames/783/w00012_f01.jpg,62.496,medium,1
783,38,12,data/processed/frames/783/w00012_f02.jpg,63.73,medium,1
783,39,13,data/processed/frames/783/w00013_f00.jpg,66.233,medium,1
783,40,13,data/processed/frames/783/w00013_f01.jpg,67.467,medium,1
783,41,13,data/processed/frames/783/w00013_f02.jpg,68.702,medium,1
783,42,14,data/processed/frames/783/w00014_f00.jpg,71.205,medium,1
783,43,14,data/processed/frames/783/w00014_f01.jpg,72.472,medium,1
783,44,14,data/processed/frames/783/w00014_f02.jpg,73.707,medium,1
783,45,15,data/processed/frames/783/w00015_f00.jpg,76.21,medium,1
783,46,15,data/processed/frames/783/w00015_f01.jpg,77.477,medium,1
783,47,15,data/processed/frames/783/w00015_f02.jpg,78.712,medium,1
783,48,16,data/processed/frames/783/w00016_f00.jpg,81.215,medium,1
783,49,16,data/processed/frames/783/w00016_f01.jpg,82.482,medium,1
783,50,16,data/processed/frames/783/w00016_f02.jpg,83.717,medium,1
783,51,17,data/processed/frames/783/w00017_f00.jpg,86.22,high,2
783,52,17,data/processed/frames/783/w00017_f01.jpg,87.487,high,2
783,53,17,data/processed/frames/783/w00017_f02.jpg,88.722,high,2
783,54,18,data/processed/frames/783/w00018_f00.jpg,91.225,high,2
783,55,18,data/processed/frames/783/w00018_f01.jpg,92.492,high,2
783,56,18,data/processed/frames/783/w00018_f02.jpg,93.727,high,2
783,57,19,data/processed/frames/783/w00019_f00.jpg,96.23,high,2
783,58,19,data/processed/frames/783/w00019_f01.jpg,97.497,high,2
783,59,19,data/processed/frames/783/w00019_f02.jpg,98.732,high,2
783,60,20,data/processed/frames/783/w00020_f00.jpg,101.235,high,2
783,61,20,data/processed/frames/783/w00020_f01.jpg,102.469,high,2
783,62,20,data/processed/frames/783/w00020_f02.jpg,103.704,high,2
783,63,21,data/processed/frames/783/w00021_f00.jpg,106.206,high,2
783,64,21,data/processed/frames/783/w00021_f01.jpg,107.474,high,2
783,65,21,data/processed/frames/783/w00021_f02.jpg,108.709,high,2
783,66,22,data/processed/frames/783/w00022_f00.jpg,111.211,high,2
783,67,22,data/processed/frames/783/w00022_f01.jpg,112.479,high,2
783,68,22,data/processed/frames/783/w00022_f02.jpg,113.714,high,2
783,69,23,data/processed/frames/783/w00023_f00.jpg,116.216,high,2
783,70,23,data/processed/frames/783/w00023_f01.jpg,117.484,high,2
783,71,23,data/processed/frames/783/w00023_f02.jpg,118.719,high,2
783,72,24,data/processed/frames/783/w00024_f00.jpg,121.221,high,2
783,73,24,data/processed/frames/783/w00024_f01.jpg,122.489,high,2
783,74,24,data/processed/frames/783/w00024_f02.jpg,123.724,high,2
783,75,25,data/processed/frames/783/w00025_f00.jpg,126.226,high,2
783,76,25,data/processed/frames/783/w00025_f01.jpg,127.494,high,2
783,77,25,data/processed/frames/783/w00025_f02.jpg,128.729,high,2
783,78,26,data/processed/frames/783/w00026_f00.jpg,131.231,medium,1
783,79,26,data/processed/frames/783/w00026_f01.jpg,132.466,medium,1
783,80,26,data/processed/frames/783/w00026_f02.jpg,133.7,medium,1
783,81,27,data/processed/frames/783/w00027_f00.jpg,136.203,medium,1
