pair_id,window_id,start_frame,end_frame,start_time,end_time,vehicle_count,avg_speed,stop_proxy,congestion_score,label,label_id
771,0,0,148,0.0,5.0,22,10.7907,0.5053,0.6309,medium,1
771,1,149,298,5.0,10.0,25,11.4472,0.5383,0.7031,high,2
771,2,299,448,10.0,15.0,24,7.7984,0.5017,0.7373,high,2
771,3,449,598,15.0,20.0,25,15.6909,0.3722,0.5914,medium,1
771,4,599,748,20.0,25.0,28,12.8267,0.4557,0.7387,high,2
771,5,749,898,25.0,30.0,28,9.792,0.5643,0.8165,high,2
771,6,899,1047,30.0,35.0,28,6.5781,0.6752,0.8981,high,2
771,7,1048,1197,35.0,40.0,25,6.3362,0.6499,0.8199,high,2
771,8,1198,1347,40.0,45.0,26,5.9437,0.7016,0.8633,high,2
771,9,1348,1497,45.0,50.0,28,6.2012,0.7265,0.9153,high,2
771,10,1498,1647,50.0,55.0,27,6.3927,0.5698,0.8546,high,2
771,11,1648,1797,55.0,60.0,27,6.6508,0.5935,0.8545,high,2
771,12,1798,1947,60.0,65.0,23,8.8509,0.3756,0.6667,medium,1
771,13,1948,2096,65.0,70.0,20,24.7806,0.1764,0.2548,low,0
771,14,2097,2246,70.0,75.0,23,26.848,0.1725,0.3051,low,0
771,15,2247,2396,75.0,80.0,20,23.8847,0.2575,0.2876,low,0
771,16,2397,2546,80.0,85.0,19,24.8471,0.341,0.2606,low,0
771,17,2547,2696,85.0,90.0,17,23.7401,0.3727,0.2357,low,0
771,18,2697,2846,90.0,95.0,12,12.0959,0.4887,0.3588,medium,1
771,19,2847,2996,95.0,100.0,13,11.346,0.2944,0.3455,medium,1
771,20,2997,3145,100.0,105.0,19,16.9459,0.3182,0.4021,medium,1
771,21,3146,3295,105.0,110.0,22,16.3913,0.3348,0.4933,medium,1
771,22,3296,3445,110.0,115.0,19,12.7586,0.3142,0.4787,medium,1
771,23,3446,3595,115.0,120.0,22,13.7884,0.333,0.5411,medium,1
771,24,3596,3745,120.0,125.0,26,17.017,0.355,0.5894,medium,1
771,25,3746,3895,125.0,130.0,31,11.5096,0.4833,0.7686,high,2
771,26,3896,4044,130.0,135.0,30,11.2564,0.5626,0.7891,high,2
771,27,4045,4194,135.0,140.0,26,5.3422,0.5706,0.8483,high,2
771,28,4195,4344,140.0,145.0,28,6.6589,0.5801,0.8776,high,2
771,29,4345,4494,145.0,150.0,27,5.1001,0.6919,0.9029,high,2
771,30,4495,4644,150.0,155.0,27,5.6151,0.6501,0.885,high,2
771,31,4645,4794,155.0,160.0,28,5.4731,0.6821,0.9199,high,2
771,32,4795,4944,160.0,165.0,22,9.8902,0.2786,0.6022,medium,1
771,33,4945,5093,165.0,170.0,25,26.3652,0.0961,0.3416,medium,1
771,34,5094,5243,170.0,175.0,23,28.9243,0.0716,0.2849,low,0
771,35,5244,5393,175.0,180.0,16,26.109,0.3213,0.1557,low,0
771,36,5394,5543,180.0,185.0,12,17.3865,0.4942,0.2622,low,0
771,37,5544,5693,185.0,190.0,12,18.174,0.5036,0.2495,low,0
771,38,5694,5843,190.0,195.0,13,11.2105,0.5329,0.3957,medium,1
771,39,5844,5993,195.0,200.0,15,8.77,0.2689,0.4398,medium,1
771,40,5994,6142,200.0,205.0,18,14.9185,0.3801,0.4261,medium,1
771,41,6143,6292,205.0,210.0,20,15.0859,0.4072,0.4802,medium,1
771,42,6293,6442,210.0,215.0,22,16.3051,0.4128,0.5105,medium,1
771,43,6443,6592,215.0,220.0,22,15.3482,0.4825,0.5422,medium,1
771,44,6593,6742,220.0,225.0,19,8.7404,0.6121,0.6125,medium,1
771,45,6743,6892,225.0,230.0,23,10.155,0.6289,0.6933,high,2
771,46,6893,7041,230.0,235.0,20,7.1642,0.7405,0.6932,high,2
771,47,7042,7191,235.0,240.0,18,3.6059,0.8494,0.711,high,2
771,48,7192,7341,240.0,245.0,19,3.9447,0.8758,0.7422,high,2
771,49,7342,7491,245.0,250.0,18,2.2858,0.7694,0.695,high,2
771,50,7492,7641,250.0,255.0,20,8.3239,0.3621,0.5961,medium,1
771,51,7642,7791,255.0,260.0,20,16.026,0.2939,0.4401,medium,1
