pair_id,window_id,start_frame,end_frame,start_time,end_time,vehicle_count,avg_speed,stop_proxy,congestion_score,label,label_id
784,0,0,148,0.0,5.0,19,15.5338,0.5063,0.4311,medium,1
784,1,149,298,5.0,10.0,19,18.0367,0.5122,0.3918,medium,1
784,2,299,448,10.0,15.0,18,19.6962,0.4364,0.3236,low,0
784,3,449,598,15.0,20.0,13,7.456,0.5908,0.422,medium,1
784,4,599,748,20.0,25.0,10,6.5783,0.4848,0.4124,medium,1
784,5,749,898,25.0,30.0,10,19.3448,0.3417,0.177,low,0
784,6,899,1047,30.0,35.0,12,16.1784,0.3045,0.2209,low,0
784,7,1048,1197,35.0,40.0,14,27.2077,0.0,0.0288,low,0
784,8,1198,1347,40.0,45.0,18,25.0156,0.0099,0.1521,low,0
784,9,1348,1497,45.0,50.0,16,20.2813,0.2115,0.2169,low,0
784,10,1498,1647,50.0,55.0,16,11.187,0.327,0.3873,medium,1
784,11,1648,1797,55.0,60.0,15,8.5208,0.4975,0.4384,medium,1
784,12,1798,1947,60.0,65.0,17,5.9858,0.6139,0.555,medium,1
784,13,1948,2096,65.0,70.0,17,6.5249,0.5525,0.534,medium,1
784,14,2097,2246,70.0,75.0,16,3.8377,0.5773,0.5563,medium,1
784,15,2247,2396,75.0,80.0,19,12.8586,0.2135,0.4159,medium,1
784,16,2397,2546,80.0,85.0,22,26.5328,0.13,0.2639,low,0
784,17,2547,2696,85.0,90.0,21,27.0668,0.219,0.2556,low,0
784,18,2697,2846,90.0,95.0,19,23.0668,0.3086,0.2696,low,0
784,19,2847,2996,95.0,100.0,18,24.5269,0.3752,0.2331,low,0
784,20,2997,3145,100.0,105.0,17,25.3151,0.4532,0.2098,low,0
784,21,3146,3295,105.0,110.0,18,18.1478,0.4212,0.3456,medium,1
784,22,3296,3445,110.0,115.0,15,13.0175,0.4593,0.3579,medium,1
784,23,3446,3595,115.0,120.0,16,9.5103,0.2634,0.4017,medium,1
784,24,3596,3745,120.0,125.0,21,20.5832,0.2028,0.3409,medium,1
784,25,3746,3895,125.0,130.0,26,21.3393,0.2576,0.4704,medium,1
784,26,3896,4044,130.0,135.0,24,14.2967,0.3922,0.5591,medium,1
784,27,4045,4194,135.0,140.0,21,7.3183,0.6031,0.6359,medium,1
784,28,4195,4344,140.0,145.0,22,5.6653,0.7538,0.7189,high,2
784,29,4345,4494,145.0,150.0,23,4.4687,0.7562,0.7649,high,2
784,30,4495,4644,150.0,155.0,20,2.1969,0.9245,0.7569,high,2
784,31,4645,4794,155.0,160.0,20,0.5025,0.9591,0.7774,high,2
784,32,4795,4944,160.0,165.0,26,4.0216,0.8681,0.873,high,2
784,33,4945,5093,165.0,170.0,25,2.3291,0.8353,0.8677,high,2
784,34,5094,5243,170.0,175.0,26,2.034,0.8413,0.8998,high,2
784,35,5244,5393,175.0,180.0,27,5.663,0.5508,0.8091,high,2
784,36,5394,5543,180.0,185.0,30,13.5403,0.4876,0.7002,high,2
784,37,5544,5693,185.0,190.0,33,18.1882,0.2426,0.5759,medium,1
784,38,5694,5843,190.0,195.0,32,26.0012,0.1949,0.4398,medium,1
784,39,5844,5993,195.0,200.0,28,23.9407,0.279,0.4848,medium,1
784,40,5994,6142,200.0,205.0,23,17.8374,0.3517,0.4675,medium,1
784,41,6143,6292,205.0,210.0,21,17.7215,0.4242,0.4316,medium,1
784,42,6293,6442,210.0,215.0,20,15.2457,0.3311,0.4269,medium,1
784,43,6443,6592,215.0,220.0,17,9.8987,0.3968,0.4482,medium,1
784,44,6593,6742,220.0,225.0,17,10.0684,0.3326,0.4326,medium,1
784,45,6743,6892,225.0,230.0,18,16.4985,0.3943,0.367,medium,1
784,46,6893,7041,230.0,235.0,23,17.9197,0.3466,0.4651,medium,1
784,47,7042,7191,235.0,240.0,24,15.8765,0.3044,0.5159,medium,1
784,48,7192,7341,240.0,245.0,26,17.6217,0.3805,0.5552,medium,1
784,49,7342,7491,245.0,250.0,25,12.562,0.4836,0.6316,medium,1
784,50,7492,7641,250.0,255.0,23,5.3923,0.6736,0.7334,high,2
784,51,7642,7791,255.0,260.0,22,5.9205,0.7619,0.7164,high,2
784,52,7792,7941,260.0,265.0,20,1.4361,0.8747,0.7593,high,2
784,53,7942,8090,265.0,270.0,21,0.6581,0.9742,0.8066,high,2
784,54,8091,8240,270.0,275.0,21,0.5112,0.879,0.7876,high,2
784,55,8241,8390,275.0,280.0,22,4.2794,0.6653,0.7237,high,2
784,56,8391,8540,280.0,285.0,23,7.5745,0.6831,0.7,high,2
784,57,8541,8690,285.0,290.0,20,7.7973,0.3229,0.5459,medium,1
784,58,8691,8840,290.0,295.0,16,16.1544,0.125,0.2664,low,0
