pair_id,window_id,start_frame,end_frame,start_time,end_time,vehicle_count,avg_speed,stop_proxy,congestion_score,label,label_id
779,0,0,148,0.0,5.0,35,16.3213,0.3002,0.5981,medium,1
779,1,149,298,5.0,10.0,45,15.3595,0.3888,0.6383,medium,1
779,2,299,448,10.0,15.0,38,11.4476,0.535,0.752,high,2
779,3,449,598,15.0,20.0,36,9.1827,0.6478,0.8235,high,2
779,4,599,748,20.0,25.0,32,6.8581,0.5972,0.8104,high,2
779,5,749,898,25.0,30.0,28,8.0102,0.583,0.714,high,2
779,6,899,1047,30.0,35.0,25,8.6595,0.5919,0.6502,medium,1
779,7,1048,1197,35.0,40.0,25,8.7902,0.453,0.6196,medium,1
779,8,1198,1347,40.0,45.0,25,15.3799,0.455,0.4777,medium,1
779,9,1348,1497,45.0,50.0,24,20.4398,0.2953,0.3194,low,0
779,10,1498,1647,50.0,55.0,22,24.7529,0.2472,0.2245,low,0
779,11,1648,1797,55.0,60.0,17,15.9922,0.4834,0.3329,medium,1
779,12,1798,1947,60.0,65.0,15,14.4734,0.6579,0.3662,medium,1
779,13,1948,2096,65.0,70.0,17,16.4772,0.586,0.3429,medium,1
779,14,2097,2246,70.0,75.0,21,19.7243,0.4839,0.321,low,0
779,15,2247,2396,75.0,80.0,18,9.129,0.5598,0.5135,medium,1
779,16,2397,2546,80.0,85.0,18,9.9048,0.4681,0.4784,medium,1
779,17,2547,2696,85.0,90.0,20,13.9872,0.4629,0.4236,medium,1
779,18,2697,2846,90.0,95.0,18,12.0051,0.5582,0.4511,medium,1
779,19,2847,2996,95.0,100.0,17,9.682,0.4458,0.4616,medium,1
779,20,2997,3145,100.0,105.0,26,16.7877,0.2836,0.4302,medium,1
779,21,3146,3295,105.0,110.0,31,17.1507,0.3452,0.5205,medium,1
779,22,3296,3445,110.0,115.0,26,11.5969,0.5153,0.5887,medium,1
779,23,3446,3595,115.0,120.0,22,10.9391,0.5323,0.5376,medium,1
779,24,3596,3745,120.0,125.0,19,10.0728,0.6307,0.5245,medium,1
779,25,3746,3895,125.0,130.0,17,7.2912,0.6905,0.5622,medium,1
779,26,3896,4044,130.0,135.0,20,8.4224,0.5192,0.555,medium,1
779,27,4045,4194,135.0,140.0,22,12.1139,0.4193,0.4896,medium,1
779,28,4195,4344,140.0,145.0,20,17.8049,0.4506,0.3387,medium,1
779,29,4345,4494,145.0,150.0,19,20.5231,0.2073,0.2141,low,0
779,30,4495,4644,150.0,155.0,13,20.5926,0.4394,0.156,low,0
779,31,4645,4794,155.0,160.0,10,12.7843,0.7591,0.368,medium,1
779,32,4795,4944,160.0,165.0,12,22.83,0.5887,0.1212,low,0
779,33,4945,5093,165.0,170.0,13,19.3954,0.4895,0.1919,low,0
779,34,5094,5243,170.0,175.0,14,16.7052,0.4861,0.2665,low,0
779,35,5244,5393,175.0,180.0,14,12.0801,0.4925,0.3677,medium,1
779,36,5394,5543,180.0,185.0,17,13.5317,0.2991,0.3491,medium,1
779,37,5544,5693,185.0,190.0,23,20.011,0.34,0.3204,low,0
779,38,5694,5843,190.0,195.0,18,14.3657,0.4663,0.3817,medium,1
779,39,5844,5993,195.0,200.0,19,16.247,0.308,0.3266,low,0
779,40,5994,6142,200.0,205.0,25,18.2339,0.2535,0.3758,medium,1
779,41,6143,6292,205.0,210.0,25,15.7904,0.2899,0.4359,medium,1
779,42,6293,6442,210.0,215.0,27,8.7793,0.4213,0.6479,medium,1
779,43,6443,6592,215.0,220.0,27,8.3402,0.6182,0.6967,high,2
779,44,6593,6742,220.0,225.0,24,4.6428,0.7769,0.7568,high,2
779,45,6743,6892,225.0,230.0,25,4.1882,0.7516,0.7769,high,2
779,46,6893,7041,230.0,235.0,25,2.5177,0.7849,0.7836,high,2
779,47,7042,7191,235.0,240.0,24,5.0256,0.7373,0.7406,high,2
779,48,7192,7341,240.0,245.0,26,4.2812,0.6919,0.782,high,2
779,49,7342,7491,245.0,250.0,29,11.9174,0.2444,0.5791,medium,1
779,50,7492,7641,250.0,255.0,29,22.7914,0.1779,0.3309,medium,1
779,51,7642,7791,255.0,260.0,27,23.6987,0.2785,0.3166,low,0
779,52,7792,7941,260.0,265.0,20,18.9314,0.3676,0.2977,low,0
779,53,7942,8090,265.0,270.0,15,18.3763,0.4974,0.2498,low,0
779,54,8091,8240,270.0,275.0,9,13.2297,0.742,0.355,medium,1
779,55,8241,8390,275.0,280.0,7,0.803,0.9136,0.5827,medium,1
779,56,8391,8540,280.0,285.0,14,13.694,0.1647,0.2672,low,0
779,57,8541,8690,285.0,290.0,17,22.2258,0.102,0.122,low,0
779,58,8691,8840,290.0,295.0,14,21.7079,0.2229,0.1058,low,0
