pair_id,window_id,start_frame,end_frame,start_time,end_time,vehicle_count,avg_speed,stop_proxy,congestion_score,label,label_id
783,0,0,148,0.0,5.0,19,6.5342,0.6047,0.5751,medium,1
783,1,149,298,5.0,10.0,21,7.0351,0.7026,0.6325,medium,1
783,2,299,448,10.0,15.0,22,4.0409,0.7249,0.7097,high,2
783,3,449,598,15.0,20.0,20,5.2481,0.5855,0.6183,medium,1
783,4,599,748,20.0,25.0,23,13.0642,0.4772,0.5243,medium,1
783,5,749,898,25.0,30.0,24,21.5881,0.1606,0.3287,low,0
783,6,899,1047,30.0,35.0,24,26.2301,0.1096,0.2337,low,0
783,7,1048,1197,35.0,40.0,22,21.8082,0.1695,0.2794,low,0
783,8,1198,1347,40.0,45.0,16,14.9314,0.3413,0.2983,low,0
783,9,1348,1497,45.0,50.0,13,13.0767,0.5055,0.3415,medium,1
783,10,1498,1647,50.0,55.0,14,13.0078,0.4505,0.3318,medium,1
783,11,1648,1797,55.0,60.0,16,13.4874,0.5106,0.3586,medium,1
783,12,1798,1947,60.0,65.0,16,9.3813,0.3359,0.3987,medium,1
783,13,1948,2096,65.0,70.0,24,17.1612,0.273,0.4321,medium,1
783,14,2097,2246,70.0,75.0,26,16.107,0.3261,0.5091,medium,1
783,15,2247,2396,75.0,80.0,26,11.8685,0.3753,0.5964,medium,1
783,16,2397,2546,80.0,85.0,25,13.396,0.4058,0.551,medium,1
783,17,2547,2696,85.0,90.0,30,9.4885,0.5342,0.7658,high,2
783,18,2697,2846,90.0,95.0,30,9.0916,0.5588,0.778,high,2
783,19,2847,2996,95.0,100.0,32,7.0123,0.5176,0.8548,high,2
783,20,2997,3145,100.0,105.0,32,6.2721,0.6289,0.8906,high,2
783,21,3146,3295,105.0,110.0,30,5.7417,0.6587,0.8592,high,2
783,22,3296,3445,110.0,115.0,29,3.7151,0.7626,0.8819,high,2
783,23,3446,3595,115.0,120.0,31,4.3457,0.6416,0.9048,high,2
783,24,3596,3745,120.0,125.0,33,6.7858,0.5932,0.874,high,2
783,25,3746,3895,125.0,130.0,29,7.9328,0.3033,0.7245,high,2
783,26,3896,4044,130.0,135.0,29,22.2032,0.1358,0.4302,medium,1
783,27,4045,4194,135.0,140.0,30,27.7818,0.2335,0.3996,medium,1
783,28,4195,4344,140.0,145.0,23,28.2649,0.349,0.258,low,0
783,29,4345,4494,145.0,150.0,21,22.6928,0.3003,0.2659,low,0
783,30,4495,4644,150.0,155.0,17,18.1543,0.4924,0.2931,low,0
783,31,4645,4794,155.0,160.0,15,11.6659,0.5725,0.3807,medium,1
783,32,4795,4944,160.0,165.0,16,9.2262,0.3694,0.4082,medium,1
783,33,4945,5093,165.0,170.0,20,15.1045,0.3469,0.3904,medium,1
783,34,5094,5243,170.0,175.0,19,9.1018,0.5584,0.5189,medium,1
783,35,5244,5393,175.0,180.0,18,6.5204,0.6071,0.5523,medium,1
783,36,5394,5543,180.0,185.0,22,13.2207,0.4573,0.4939,medium,1
783,37,5544,5693,185.0,190.0,23,15.1538,0.4644,0.4836,medium,1
783,38,5694,5843,190.0,195.0,23,13.8215,0.5575,0.5265,medium,1
783,39,5844,5993,195.0,200.0,19,9.688,0.5597,0.5084,medium,1
783,40,5994,6142,200.0,205.0,15,8.0788,0.6,0.4518,medium,1
