pair_id,window_id,start_frame,end_frame,start_time,end_time,vehicle_count,avg_speed,stop_proxy,congestion_score,label,label_id
780,0,0,148,0.0,5.0,13,16.1252,0.2655,0.2232,low,0
780,1,149,298,5.0,10.0,18,13.4397,0.3015,0.385,medium,1
780,2,299,448,10.0,15.0,25,14.1829,0.3091,0.5082,medium,1
780,3,449,598,15.0,20.0,25,13.7669,0.3997,0.535,medium,1
780,4,599,748,20.0,25.0,24,6.6915,0.606,0.7057,high,2
780,5,749,898,25.0,30.0,24,8.0556,0.5489,0.6656,medium,1
780,6,899,1047,30.0,35.0,25,7.5086,0.6375,0.7144,high,2
780,7,1048,1197,35.0,40.0,22,5.3477,0.6405,0.7017,high,2
780,8,1198,1347,40.0,45.0,25,3.136,0.6665,0.7764,high,2
780,9,1348,1497,45.0,50.0,26,9.1397,0.4296,0.6581,medium,1
780,10,1498,1647,50.0,55.0,28,10.5125,0.4513,0.6727,high,2
780,11,1648,1797,55.0,60.0,27,14.3781,0.3018,0.5418,medium,1
780,12,1798,1947,60.0,65.0,27,18.668,0.3166,0.4544,medium,1
780,13,1948,2096,65.0,70.0,23,15.6862,0.4087,0.4572,medium,1
780,14,2097,2246,70.0,75.0,23,17.1022,0.4181,0.4293,medium,1
780,15,2247,2396,75.0,80.0,25,23.9764,0.4772,0.3386,medium,1
780,16,2397,2546,80.0,85.0,26,21.0418,0.4529,0.4121,medium,1
780,17,2547,2696,85.0,90.0,23,10.7837,0.3964,0.558,medium,1
780,18,2697,2846,90.0,95.0,23,7.9512,0.5036,0.6391,medium,1
780,19,2847,2996,95.0,100.0,25,10.117,0.584,0.6488,medium,1
780,20,2997,3145,100.0,105.0,24,8.3987,0.6427,0.6771,high,2
780,21,3146,3295,105.0,110.0,26,11.8188,0.4325,0.6022,medium,1
780,22,3296,3445,110.0,115.0,34,16.0002,0.4244,0.6498,medium,1
780,23,3446,3595,115.0,120.0,33,15.7272,0.421,0.6549,medium,1
780,24,3596,3745,120.0,125.0,29,10.9717,0.5201,0.6964,high,2
780,25,3746,3895,125.0,130.0,28,9.1048,0.5613,0.7244,high,2
780,26,3896,4044,130.0,135.0,26,8.3194,0.5215,0.6938,high,2
780,27,4045,4194,135.0,140.0,25,7.6382,0.597,0.7036,high,2
780,28,4195,4344,140.0,145.0,23,6.8262,0.5863,0.6793,high,2
780,29,4345,4494,145.0,150.0,24,12.4271,0.5072,0.5652,medium,1
780,30,4495,4644,150.0,155.0,22,12.5951,0.4241,0.5058,medium,1
780,31,4645,4794,155.0,160.0,18,19.3658,0.1359,0.2271,low,0
780,32,4795,4944,160.0,165.0,19,23.9641,0.1451,0.1545,low,0
780,33,4945,5093,165.0,170.0,15,19.5344,0.3168,0.2009,low,0
780,34,5094,5243,170.0,175.0,13,22.5336,0.3151,0.0982,low,0
780,35,5244,5393,175.0,180.0,12,23.3596,0.3322,0.0764,low,0
780,36,5394,5543,180.0,185.0,11,11.0533,0.5369,0.3765,medium,1
780,37,5544,5693,185.0,190.0,10,6.2146,0.6514,0.5013,medium,1
780,38,5694,5843,190.0,195.0,16,15.4878,0.3198,0.3063,low,0
780,39,5844,5993,195.0,200.0,19,15.2411,0.3609,0.3786,medium,1
780,40,5994,6142,200.0,205.0,19,10.5288,0.525,0.5107,medium,1
780,41,6143,6292,205.0,210.0,18,12.4397,0.2722,0.4002,medium,1
780,42,6293,6442,210.0,215.0,23,16.5887,0.3295,0.4224,medium,1
780,43,6443,6592,215.0,220.0,27,14.2204,0.4107,0.5669,medium,1
780,44,6593,6742,220.0,225.0,33,13.4302,0.5221,0.7235,high,2
780,45,6743,6892,225.0,230.0,34,11.1083,0.5825,0.7845,high,2
780,46,6893,7041,230.0,235.0,33,8.1239,0.6236,0.8555,high,2
780,47,7042,7191,235.0,240.0,27,4.078,0.7342,0.8292,high,2
780,48,7192,7341,240.0,245.0,26,2.9312,0.615,0.7857,high,2
780,49,7342,7491,245.0,250.0,27,11.1938,0.3607,0.6207,medium,1
780,50,7492,7641,250.0,255.0,25,15.7714,0.3109,0.4751,medium,1
780,51,7642,7791,255.0,260.0,22,23.7416,0.0566,0.1975,low,0
780,52,7792,7941,260.0,265.0,15,28.8648,0.0646,0.06,low,0
