image_path,label,camera_id,window_id
data/live/raw/5_ways_miranda/0000/frame_00.jpg,medium,5_ways_miranda,0
data/live/raw/5_ways_miranda/0000/frame_01.jpg,low,5_ways_miranda,0
data/live/raw/5_ways_miranda/0000/frame_02.jpg,low,5_ways_miranda,0
data/live/raw/5_ways_miranda/0000/frame_03.jpg,low,5_ways_miranda,0
data/live/raw/5_ways_miranda/0002/frame_00.jpg,low,5_ways_miranda,2
data/live/raw/5_ways_miranda/0002/frame_01.jpg,low,5_ways_miranda,2
data/live/raw/5_ways_miranda/0002/frame_02.jpg,low,5_ways_miranda,2
data/live/raw/5_ways_miranda/0002/frame_03.jpg,low,5_ways_miranda,2
data/live/raw/5_ways_miranda/0003/frame_00.jpg,low,5_ways_miranda,3
data/live/raw/5_ways_miranda/0003/frame_01.jpg,low,5_ways_miranda,3
data/live/raw/5_ways_miranda/0003/frame_02.jpg,low,5_ways_miranda,3
data/live/raw/5_ways_miranda/0003/frame_03.jpg,low,5_ways_miranda,3
data/live/raw/5_ways_miranda/0004/frame_00.jpg,low,5_ways_miranda,4
data/live/raw/5_ways_miranda/0004/frame_01.jpg,medium,5_ways_miranda,4
data/live/raw/5_ways_miranda/0004/frame_02.jpg,low,5_ways_miranda,4
data/live/raw/5_ways_miranda/0004/frame_03.jpg,low,5_ways_miranda,4
data/live/raw/5_ways_miranda/0005/frame_00.jpg,low,5_ways_miranda,5
data/live/raw/5_ways_miranda/0005/frame_01.jpg,low,5_ways_miranda,5
data/live/raw/5_ways_miranda/0005/frame_02.jpg,low,5_ways_miranda,5
data/live/raw/5_ways_miranda/0005/frame_03.jpg,medium,5_ways_miranda,5
data/live/raw/5_ways_miranda/0006/frame_00.jpg,medium,5_ways_miranda,6
data/live/raw/5_ways_miranda/0006/frame_01.jpg,low,5_ways_miranda,6
data/live/raw/5_ways_miranda/0006/frame_02.jpg,low,5_ways_miranda,6
data/live/raw/5_ways_miranda/0006/frame_03.jpg,low,5_ways_miranda,6
data/live/raw/5_ways_miranda/0007/frame_00.jpg,low,5_ways_miranda,7
data/live/raw/5_ways_miranda/0007/frame_01.jpg,low,5_ways_miranda,7
data/live/raw/5_ways_miranda/0007/frame_02.jpg,low,5_ways_miranda,7
data/live/raw/5_ways_miranda/0007/frame_03.jpg,low,5_ways_miranda,7
data/live/raw/5_ways_miranda/0008/frame_00.jpg,low,5_ways_miranda,8
data/live/raw/5_ways_miranda/0008/frame_01.jpg,medium,5_ways_miranda,8
data/live/raw/5_ways_miranda/0008/frame_02.jpg,low,5_ways_miranda,8
data/live/raw/5_ways_miranda/0008/frame_03.jpg,low,5_ways_miranda,8
data/live/raw/5_ways_miranda/0009/frame_00.jpg,low,5_ways_miranda,9
data/live/raw/5_ways_miranda/0009/frame_01.jpg,low,5_ways_miranda,9
data/live/raw/5_ways_miranda/0009/frame_02.jpg,medium,5_ways_miranda,9
data/live/raw/5_ways_miranda/0009/frame_03.jpg,low,5_ways_miranda,9
data/live/raw/5_ways_miranda/0010/frame_00.jpg,low,5_ways_miranda,10
data/live/raw/5_ways_miranda/0010/frame_01.jpg,low,5_ways_miranda,10
data/live/raw/5_ways_miranda/0010/frame_02.jpg,low,5_ways_miranda,10
data/live/raw/5_ways_miranda/0010/frame_03.jpg,low,5_ways_miranda,10
data/live/raw/5_ways_miranda/0011/frame_00.jpg,low,5_ways_miranda,11
data/live/raw/5_ways_miranda/0011/frame_01.jpg,low,5_ways_miranda,11
data/live/raw/5_ways_miranda/0011/frame_02.jpg,low,5_ways_miranda,11
data/live/raw/5_ways_miranda/0011/frame_03.jpg,low,5_ways_miranda,11
data/live/raw/5_ways_miranda/0012/frame_00.jpg,low,5_ways_miranda,12
data/live/raw/5_ways_miranda/0012/frame_01.jpg,low,5_ways_miranda,12
data/live/raw/5_ways_miranda/0012/frame_02.jpg,low,5_ways_miranda,12
data/live/raw/5_ways_miranda/0012/frame_03.jpg,low,5_ways_miranda,12
data/live/raw/5_ways_miranda/0013/frame_00.jpg,low,5_ways_miranda,13
data/live/raw/5_ways_miranda/0013/frame_01.jpg,low,5_ways_miranda,13
data/live/raw/5_ways_miranda/0013/frame_02.jpg,low,5_ways_miranda,13
data/live/raw/5_ways_miranda/0013/frame_03.jpg,low,5_ways_miranda,13
data/live/raw/5_ways_miranda/0015/frame_00.jpg,low,5_ways_miranda,15
data/live/raw/5_ways_miranda/0015/frame_01.jpg,low,5_ways_miranda,15
data/live/raw/5_ways_miranda/0015/frame_02.jpg,low,5_ways_miranda,15
data/live/raw/5_ways_miranda/0015/frame_03.jpg,low,5_ways_miranda,15
data/live/raw/5_ways_miranda/0016/frame_00.jpg,low,5_ways_miranda,16
data/live/raw/5_ways_miranda/0016/frame_01.jpg,medium,5_ways_miranda,16
data/live/raw/5_ways_miranda/0016/frame_02.jpg,low,5_ways_miranda,16
data/live/raw/5_ways_miranda/0016/frame_03.jpg,low,5_ways_miranda,16
data/live/raw/5_ways_miranda/0017/frame_00.jpg,low,5_ways_miranda,17
data/live/raw/5_ways_miranda/0017/frame_01.jpg,low,5_ways_miranda,17
data/live/raw/5_ways_miranda/0017/frame_02.jpg,low,5_ways_miranda,17
data/live/raw/5_ways_miranda/0017/frame_03.jpg,low,5_ways_miranda,17
data/live/raw/5_ways_miranda/0018/frame_00.jpg,low,5_ways_miranda,18
data/live/raw/5_ways_miranda/0018/frame_01.jpg,low,5_ways_miranda,18
data/live/raw/5_ways_miranda/0018/frame_02.jpg,low,5_ways_miranda,18
data/live/raw/5_ways_miranda/0018/frame_03.jpg,low,5_ways_miranda,18
data/live/raw/5_ways_miranda/0019/frame_00.jpg,low,5_ways_miranda,19
data/live/raw/5_ways_miranda/0019/frame_01.jpg,low,5_ways_miranda,19
data/live/raw/5_ways_miranda/0019/frame_02.jpg,low,5_ways_miranda,19
data/live/raw/5_ways_miranda/0019/frame_03.jpg,medium,5_ways_miranda,19
data/live/raw/5_ways_miranda/0022/frame_00.jpg,medium,5_ways_miranda,22
data/live/raw/5_ways_miranda/0022/frame_01.jpg,medium,5_ways_miranda,22
data/live/raw/5_ways_miranda/0022/frame_02.jpg,low,5_ways_miranda,22
data/live/raw/5_ways_miranda/0022/frame_03.jpg,low,5_ways_miranda,22
data/live/raw/5_ways_miranda/0023/frame_00.jpg,low,5_ways_miranda,23
data/live/raw/5_ways_miranda/0023/frame_01.jpg,low,5_ways_miranda,23
data/live/raw/5_ways_miranda/0023/frame_02.jpg,low,5_ways_miranda,23
data/live/raw/5_ways_miranda/0023/frame_03.jpg,medium,5_ways_miranda,23
data/live/raw/5_ways_miranda/0024/frame_00.jpg,low,5_ways_miranda,24
data/live/raw/5_ways_miranda/0024/frame_01.jpg,low,5_ways_miranda,24
data/live/raw/5_ways_miranda/0024/frame_02.jpg,low,5_ways_miranda,24
data/live/raw/5_ways_miranda/0024/frame_03.jpg,low,5_ways_miranda,24
data/live/raw/5_ways_miranda/0025/frame_00.jpg,low,5_ways_miranda,25
data/live/raw/5_ways_miranda/0025/frame_01.jpg,low,5_ways_miranda,25
data/live/raw/5_ways_miranda/0025/frame_02.jpg,low,5_ways_miranda,25
data/live/raw/5_ways_miranda/0025/frame_03.jpg,low,5_ways_miranda,25
data/live/raw/5_ways_miranda/0026/frame_00.jpg,low,5_ways_miranda,26
data/live/raw/5_ways_miranda/0026/frame_01.jpg,low,5_ways_miranda,26
data/live/raw/5_ways_miranda/0026/frame_02.jpg,low,5_ways_miranda,26
data/live/raw/5_ways_miranda/0026/frame_03.jpg,low,5_ways_miranda,26
data/live/raw/5_ways_miranda/0027/frame_00.jpg,low,5_ways_miranda,27
data/live/raw/5_ways_miranda/0027/frame_01.jpg,low,5_ways_miranda,27
data/live/raw/5_ways_miranda/0027/frame_02.jpg,medium,5_ways_miranda,27
data/live/raw/5_ways_miranda/0027/frame_03.jpg,low,5_ways_miranda,27
data/live/raw/5_ways_miranda/0028/frame_00.jpg,medium,5_ways_miranda,28
data/live/raw/5_ways_miranda/0028/frame_01.jpg,low,5_ways_miranda,28
data/live/raw/5_ways_miranda/0028/frame_02.jpg,medium,5_ways_miranda,28
data/live/raw/5_ways_miranda/0028/frame_03.jpg,low,5_ways_miranda,28
data/live/raw/5_ways_miranda/0029/frame_00.jpg,low,5_ways_miranda,29
data/live/raw/5_ways_miranda/0029/frame_01.jpg,low,5_ways_miranda,29
data/live/raw/5_ways_miranda/0029/frame_02.jpg,low,5_ways_miranda,29
data/live/raw/5_ways_miranda/0029/frame_03.jpg,low,5_ways_miranda,29
data/live/raw/5_ways_miranda/0030/frame_00.jpg,low,5_ways_miranda,30
data/live/raw/5_ways_miranda/0030/frame_01.jpg,low,5_ways_miranda,30
data/live/raw/5_ways_miranda/0030/frame_02.jpg,medium,5_ways_miranda,30
data/live/raw/5_ways_miranda/0030/frame_03.jpg,medium,5_ways_miranda,30
data/live/raw/5_ways_miranda/0031/frame_00.jpg,medium,5_ways_miranda,31
data/live/raw/5_ways_miranda/0031/frame_01.jpg,medium,5_ways_miranda,31
data/live/raw/5_ways_miranda/0031/frame_02.jpg,low,5_ways_miranda,31
data/live/raw/5_ways_miranda/0031/frame_03.jpg,medium,5_ways_miranda,31
data/live/raw/5_ways_miranda/0032/frame_00.jpg,low,5_ways_miranda,32
data/live/raw/5_ways_miranda/0032/frame_01.jpg,low,5_ways_miranda,32
data/live/raw/5_ways_miranda/0032/frame_02.jpg,low,5_ways_miranda,32
data/live/raw/5_ways_miranda/0032/frame_03.jpg,low,5_ways_miranda,32
data/live/raw/5_ways_miranda/0033/frame_00.jpg,low,5_ways_miranda,33
data/live/raw/5_ways_miranda/0033/frame_01.jpg,low,5_ways_miranda,33
data/live/raw/5_ways_miranda/0033/frame_02.jpg,low,5_ways_miranda,33
data/live/raw/5_ways_miranda/0033/frame_03.jpg,medium,5_ways_miranda,33
data/live/raw/5_ways_miranda/0034/frame_00.jpg,low,5_ways_miranda,34
data/live/raw/5_ways_miranda/0034/frame_01.jpg,low,5_ways_miranda,34
data/live/raw/5_ways_miranda/0034/frame_02.jpg,low,5_ways_miranda,34
data/live/raw/5_ways_miranda/0034/frame_03.jpg,low,5_ways_miranda,34
data/live/raw/5_ways_miranda/0035/frame_00.jpg,low,5_ways_miranda,35
data/live/raw/5_ways_miranda/0035/frame_01.jpg,low,5_ways_miranda,35
data/live/raw/5_ways_miranda/0035/frame_02.jpg,low,5_ways_miranda,35
data/live/raw/5_ways_miranda/0035/frame_03.jpg,low,5_ways_miranda,35
data/live/raw/5_ways_miranda/0036/frame_00.jpg,low,5_ways_miranda,36
data/live/raw/5_ways_miranda/0036/frame_01.jpg,low,5_ways_miranda,36
data/live/raw/5_ways_miranda/0036/frame_02.jpg,low,5_ways_miranda,36
data/live/raw/5_ways_miranda/0036/frame_03.jpg,low,5_ways_miranda,36
data/live/raw/5_ways_miranda/0037/frame_00.jpg,medium,5_ways_miranda,37
data/live/raw/5_ways_miranda/0037/frame_01.jpg,low,5_ways_miranda,37
data/live/raw/5_ways_miranda/0037/frame_02.jpg,low,5_ways_miranda,37
data/live/raw/5_ways_miranda/0037/frame_03.jpg,low,5_ways_miranda,37
data/live/raw/5_ways_miranda/0038/frame_00.jpg,low,5_ways_miranda,38
data/live/raw/5_ways_miranda/0038/frame_01.jpg,low,5_ways_miranda,38
data/live/raw/5_ways_miranda/0038/frame_02.jpg,low,5_ways_miranda,38
data/live/raw/5_ways_miranda/0038/frame_03.jpg,low,5_ways_miranda,38
data/live/raw/5_ways_miranda/0039/frame_00.jpg,low,5_ways_miranda,39
data/live/raw/5_ways_miranda/0039/frame_01.jpg,low,5_ways_miranda,39
data/live/raw/5_ways_miranda/0039/frame_02.jpg,low,5_ways_miranda,39
data/live/raw/5_ways_miranda/0039/frame_03.jpg,low,5_ways_miranda,39
data/live/raw/5_ways_miranda/0041/frame_00.jpg,low,5_ways_miranda,41
data/live/raw/5_ways_miranda/0041/frame_01.jpg,low,5_ways_miranda,41
data/live/raw/5_ways_miranda/0041/frame_02.jpg,low,5_ways_miranda,41
data/live/raw/5_ways_miranda/0041/frame_03.jpg,low,5_ways_miranda,41
data/live/raw/5_ways_miranda/0042/frame_00.jpg,medium,5_ways_miranda,42
data/live/raw/5_ways_miranda/0042/frame_01.jpg,high,5_ways_miranda,42
data/live/raw/5_ways_miranda/0042/frame_02.jpg,medium,5_ways_miranda,42
data/live/raw/5_ways_miranda/0042/frame_03.jpg,low,5_ways_miranda,42
data/live/raw/5_ways_miranda/0043/frame_00.jpg,low,5_ways_miranda,43
data/live/raw/5_ways_miranda/0043/frame_01.jpg,medium,5_ways_miranda,43
data/live/raw/5_ways_miranda/0043/frame_02.jpg,low,5_ways_miranda,43
data/live/raw/5_ways_miranda/0043/frame_03.jpg,medium,5_ways_miranda,43
data/live/raw/5_ways_miranda/0044/frame_00.jpg,medium,5_ways_miranda,44
data/live/raw/5_ways_miranda/0044/frame_01.jpg,low,5_ways_miranda,44
data/live/raw/5_ways_miranda/0044/frame_02.jpg,low,5_ways_miranda,44
data/live/raw/5_ways_miranda/0044/frame_03.jpg,low,5_ways_miranda,44
data/live/raw/5_ways_miranda/0045/frame_00.jpg,low,5_ways_miranda,45
data/live/raw/5_ways_miranda/0045/frame_01.jpg,low,5_ways_miranda,45
data/live/raw/5_ways_miranda/0045/frame_02.jpg,medium,5_ways_miranda,45
data/live/raw/5_ways_miranda/0045/frame_03.jpg,low,5_ways_miranda,45
data/live/raw/5_ways_miranda/0046/frame_00.jpg,low,5_ways_miranda,46
data/live/raw/5_ways_miranda/0046/frame_01.jpg,low,5_ways_miranda,46
data/live/raw/5_ways_miranda/0046/frame_02.jpg,low,5_ways_miranda,46
data/live/raw/5_ways_miranda/0046/frame_03.jpg,low,5_ways_miranda,46
data/live/raw/5_ways_miranda/0047/frame_00.jpg,low,5_ways_miranda,47
data/live/raw/5_ways_miranda/0047/frame_01.jpg,medium,5_ways_miranda,47
data/live/raw/5_ways_miranda/0047/frame_02.jpg,medium,5_ways_miranda,47
data/live/raw/5_ways_miranda/0047/frame_03.jpg,medium,5_ways_miranda,47
data/live/raw/5_ways_miranda/0048/frame_00.jpg,low,5_ways_miranda,48
data/live/raw/5_ways_miranda/0048/frame_01.jpg,low,5_ways_miranda,48
data/live/raw/5_ways_miranda/0048/frame_02.jpg,low,5_ways_miranda,48
data/live/raw/5_ways_miranda/0048/frame_03.jpg,low,5_ways_miranda,48
data/live/raw/5_ways_miranda/0049/frame_00.jpg,low,5_ways_miranda,49
data/live/raw/5_ways_miranda/0049/frame_01.jpg,medium,5_ways_miranda,49
data/live/raw/5_ways_miranda/0049/frame_02.jpg,low,5_ways_miranda,49
data/live/raw/5_ways_miranda/0049/frame_03.jpg,low,5_ways_miranda,49
data/live/raw/5_ways_miranda/0050/frame_00.jpg,low,5_ways_miranda,50
data/live/raw/5_ways_miranda/0050/frame_01.jpg,low,5_ways_miranda,50
data/live/raw/5_ways_miranda/0050/frame_02.jpg,medium,5_ways_miranda,50
data/live/raw/5_ways_miranda/0050/frame_03.jpg,medium,5_ways_miranda,50
data/live/raw/5_ways_miranda/0051/frame_00.jpg,low,5_ways_miranda,51
data/live/raw/5_ways_miranda/0051/frame_01.jpg,low,5_ways_miranda,51
data/live/raw/5_ways_miranda/0051/frame_02.jpg,low,5_ways_miranda,51
data/live/raw/5_ways_miranda/0051/frame_03.jpg,low,5_ways_miranda,51
data/live/raw/5_ways_miranda/0052/frame_00.jpg,low,5_ways_miranda,52
data/live/raw/5_ways_miranda/0052/frame_01.jpg,medium,5_ways_miranda,52
data/live/raw/5_ways_miranda/0052/frame_02.jpg,low,5_ways_miranda,52
data/live/raw/5_ways_miranda/0052/frame_03.jpg,low,5_ways_miranda,52
data/live/raw/5_ways_miranda/0054/frame_00.jpg,low,5_ways_miranda,54
data/live/raw/5_ways_miranda/0054/frame_01.jpg,low,5_ways_miranda,54
data/live/raw/5_ways_miranda/0054/frame_02.jpg,low,5_ways_miranda,54
data/live/raw/5_ways_miranda/0054/frame_03.jpg,low,5_ways_miranda,54
data/live/raw/5_ways_miranda/0055/frame_00.jpg,medium,5_ways_miranda,55
data/live/raw/5_ways_miranda/0055/frame_01.jpg,medium,5_ways_miranda,55
